COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00004,C00003,CLI00082,ECU,V00036,SUC00029,2019-08-21,19,230000.00,12105.26,43700.00
P00004,C00003,CLI00082,HON,V00057,SUC00015,2018-01-02,24,250000.00,10416.67,32500.00
P00004,C00003,CLI00082,HON,V00057,SUC00015,2021-01-02,24,250000.00,10416.67,32500.00
P00004,C00003,CLI00082,HON,V00020,SUC00032,2018-11-16,24,250000.00,10416.67,42500.00
P00004,C00003,CLI00082,HON,V00020,SUC00032,2020-11-16,24,250000.00,10416.67,42500.00
P00004,C00003,CLI00461,CHI,V00023,SUC00059,2018-11-30,6,70000.00,11666.67,0.56
P00004,C00003,CLI00461,CHI,V00023,SUC00059,2020-11-30,6,70000.00,11666.67,0.56
P00004,C00003,CLI00118,CHI,V00052,SUC00003,2018-12-22,3,40000.00,13333.33,0.56
P00004,C00003,CLI00118,COL,V00031,SUC00054,2018-06-06,42,510000.00,12142.86,61200.00
P00004,C00003,CLI00118,COL,V00031,SUC00054,2021-06-06,42,510000.00,12142.86,61200.00
P00004,C00003,CLI00118,PER,V00037,SUC00010,2018-12-22,42,430000.00,10238.10,43000.00
P00004,C00003,CLI00711,ESP,V00026,SUC00046,2016-02-24,1,20000.00,20000.00,0.14
P00004,C00003,CLI00711,ESP,V00026,SUC00046,2019-12-25,1,20000.00,20000.00,0.14
P00004,C00003,CLI00711,ESP,V00026,SUC00046,2020-02-24,1,20000.00,20000.00,0.14
P00004,C00003,CLI00612,GUA,V00005,SUC00013,2018-03-02,19,200000.00,10526.32,16000.00
P00004,C00003,CLI00612,GUA,V00005,SUC00013,2021-03-02,19,200000.00,10526.32,16000.00
P00004,C00003,CLI00066,ECU,V00007,SUC00002,2017-12-01,42,440000.00,10476.19,44000.00
P00004,C00003,CLI00066,ECU,V00007,SUC00002,2020-12-01,42,440000.00,10476.19,44000.00
P00004,C00003,CLI00682,CHI,V00008,SUC00033,2017-07-26,22,230000.00,10454.55,32200.00
P00004,C00003,CLI00682,CHI,V00008,SUC00033,2020-07-26,22,230000.00,10454.55,32200.00
P00004,C00003,CLI00682,URU,V00027,SUC00065,2019-06-08,39,400000.00,10256.41,64000.00
P00004,C00003,CLI00238,COL,V00018,SUC00038,2017-11-29,19,200000.00,10526.32,36000.00
P00004,C00003,CLI00238,URU,V00010,SUC00034,2018-02-05,30,360000.00,12000.00,50400.00
P00004,C00003,CLI00238,URU,V00010,SUC00034,2021-02-05,30,360000.00,12000.00,50400.00
P00004,C00003,CLI00581,CHI,V00023,SUC00059,2017-06-27,11,130000.00,11818.18,26000.00
P00004,C00003,CLI00581,CHI,V00023,SUC00059,2020-06-27,11,130000.00,11818.18,26000.00
P00004,C00003,CLI00358,CRI,V00003,SUC00026,2019-05-20,7,80000.00,11428.57,0.48
P00004,C00003,CLI00333,HON,V00006,SUC00030,2018-07-13,31,320000.00,10322.58,51200.00
P00004,C00003,CLI00333,HON,V00006,SUC00030,2021-07-13,31,320000.00,10322.58,51200.00
P00004,C00003,CLI00353,CRI,V00055,SUC00052,2017-08-23,38,460000.00,12105.26,55200.00
P00004,C00003,CLI00217,HON,V00057,SUC00015,2018-03-07,12,130000.00,10833.33,11700.00
P00004,C00003,CLI00217,HON,V00057,SUC00015,2021-03-07,12,130000.00,10833.33,11700.00
P00004,C00003,CLI00393,ESP,V00045,SUC00008,2016-01-10,48,530000.00,11041.67,68900.00
P00004,C00003,CLI00393,ESP,V00045,SUC00008,2019-11-10,48,530000.00,11041.67,68900.00
P00004,C00003,CLI00235,ESP,V00045,SUC00008,2018-05-27,48,560000.00,11666.67,112000.00
P00004,C00003,CLI00235,ESP,V00045,SUC00008,2021-05-27,48,560000.00,11666.67,112000.00
P00004,C00003,CLI00235,HON,V00057,SUC00015,2019-08-30,45,460000.00,10222.22,23000.00
P00004,C00003,CLI00235,PAR,V00002,SUC00047,2016-10-30,25,260000.00,10400.00,33800.00
P00004,C00003,CLI00235,PAR,V00002,SUC00047,2020-10-30,25,260000.00,10400.00,33800.00
P00004,C00003,CLI00235,DOM,V00004,SUC00041,2018-05-27,21,220000.00,10476.19,33000.00
P00004,C00003,CLI00235,DOM,V00004,SUC00041,2021-05-27,21,220000.00,10476.19,33000.00
P00004,C00003,CLI00617,URU,V00010,SUC00034,2017-08-18,7,80000.00,11428.57,16000.00
P00004,C00003,CLI00608,URU,V00027,SUC00065,2017-01-18,25,330000.00,13200.00,46200.00
P00004,C00003,CLI00128,URU,V00010,SUC00034,2016-06-18,11,120000.00,10909.09,14400.00
P00004,C00003,CLI00317,ESP,V00012,SUC00050,2018-12-01,10,110000.00,11000.00,12100.00
P00004,C00003,CLI00251,ECU,V00007,SUC00002,2018-02-20,3,40000.00,13333.33,0.60
P00004,C00003,CLI00251,ECU,V00007,SUC00002,2021-02-20,3,40000.00,13333.33,0.60
P00004,C00003,CLI00251,URU,V00027,SUC00065,2017-01-20,21,220000.00,10476.19,26400.00
P00004,C00003,CLI00650,CHI,V00030,SUC00051,2019-01-18,19,200000.00,10526.32,22000.00
P00004,C00003,CLI00626,PER,V00009,SUC00055,2017-12-30,45,470000.00,10444.44,84600.00
P00004,C00003,CLI00626,PER,V00009,SUC00055,2020-12-30,45,470000.00,10444.44,84600.00
P00004,C00003,CLI00626,DOM,V00059,SUC00011,2016-12-21,28,290000.00,10357.14,46400.00
P00004,C00003,CLI00035,DOM,V00059,SUC00011,2016-09-27,27,290000.00,10740.74,34800.00
P00004,C00003,CLI00035,DOM,V00059,SUC00011,2020-09-27,27,290000.00,10740.74,34800.00
P00004,C00003,CLI00123,CHI,V00008,SUC00033,2019-08-14,9,100000.00,11111.11,17000.00
P00004,C00003,CLI00339,COL,V00039,SUC00012,2017-03-25,48,490000.00,10208.33,98000.00
P00004,C00003,CLI00339,ESP,V00026,SUC00046,2019-04-27,34,350000.00,10294.12,56000.00
P00004,C00003,CLI00568,GUA,V00015,SUC00004,2017-01-10,35,360000.00,10285.71,72000.00
P00004,C00003,CLI00476,CRI,V00003,SUC00026,2017-10-26,36,370000.00,10277.78,33300.00
P00004,C00003,CLI00476,ECU,V00029,SUC00025,2019-07-24,17,180000.00,10588.24,0.90
P00004,C00003,CLI00476,DOM,V00004,SUC00041,2017-10-26,31,320000.00,10322.58,44800.00
P00004,C00003,CLI00449,URU,V00049,SUC00063,2019-03-20,16,170000.00,10625.00,22100.00
P00004,C00003,CLI00366,MEX,V00048,SUC00053,2017-09-14,21,220000.00,10476.19,26400.00
P00004,C00003,CLI00086,CHI,V00030,SUC00051,2018-04-19,42,430000.00,10238.10,68800.00
P00004,C00003,CLI00086,CHI,V00030,SUC00051,2021-04-19,42,-430000.00,-10238.10,68800.00
P00004,C00003,CLI00086,ESP,V00012,SUC00050,2017-02-20,16,170000.00,10625.00,13600.00
P00004,C00003,CLI00086,GUA,V00056,SUC00017,2016-03-26,41,430000.00,10487.80,86000.00
P00004,C00003,CLI00086,GUA,V00056,SUC00017,2020-01-25,41,430000.00,10487.80,86000.00
P00004,C00003,CLI00086,GUA,V00056,SUC00017,2020-03-26,41,430000.00,10487.80,86000.00
P00004,C00003,CLI00579,COL,V00051,SUC00001,2018-12-09,28,310000.00,11071.43,24800.00
P00004,C00003,CLI00579,ECU,V00029,SUC00025,2017-12-14,33,340000.00,10303.03,64600.00
P00004,C00003,CLI00579,ECU,V00029,SUC00025,2020-12-14,33,340000.00,10303.03,64600.00
P00004,C00003,CLI00579,ESP,V00012,SUC00050,2019-01-24,1,20000.00,20000.00,0.12
P00004,C00003,CLI00579,GUA,V00011,SUC00028,2018-08-20,37,390000.00,10540.54,70200.00
P00004,C00003,CLI00579,GUA,V00011,SUC00028,2021-08-20,37,390000.00,10540.54,70200.00
P00004,C00003,CLI00579,PER,V00038,SUC00035,2019-01-24,31,320000.00,10322.58,64000.00
P00004,C00003,CLI00031,PAR,V00033,SUC00018,2019-07-15,22,260000.00,11818.18,39000.00
P00004,C00003,CLI00205,PAR,V00025,SUC00049,2016-08-18,15,180000.00,12000.00,28800.00
P00004,C00003,CLI00205,PAR,V00025,SUC00049,2020-08-18,15,180000.00,12000.00,28800.00
P00004,C00003,CLI00776,GUA,V00015,SUC00004,2019-06-23,25,350000.00,14000.00,31500.00
P00004,C00003,CLI00575,ARG,V00032,SUC00057,2016-01-09,24,250000.00,10416.67,32500.00
P00004,C00003,CLI00575,ARG,V00032,SUC00057,2019-11-09,24,250000.00,10416.67,32500.00
P00004,C00003,CLI00575,ECU,V00036,SUC00029,2016-01-09,44,450000.00,10227.27,27000.00
P00004,C00003,CLI00575,ECU,V00036,SUC00029,2019-11-09,44,450000.00,10227.27,27000.00
P00004,C00003,CLI00575,HON,V00020,SUC00032,2018-02-02,14,170000.00,12142.86,22100.00
P00004,C00003,CLI00575,HON,V00020,SUC00032,2021-02-02,14,170000.00,12142.86,22100.00
P00004,C00003,CLI00575,MEX,V00021,SUC00064,2017-03-28,2,30000.00,15000.00,0.15
P00004,C00003,CLI00334,MEX,V00014,SUC00048,2016-07-27,31,320000.00,10322.58,41600.00
P00004,C00003,CLI00163,ARG,V00053,SUC00006,2019-02-08,16,170000.00,10625.00,0.85
P00004,C00003,CLI00163,ECU,V00050,SUC00023,2016-08-14,25,290000.00,11600.00,23200.00
P00004,C00003,CLI00163,ECU,V00050,SUC00023,2020-08-14,25,290000.00,11600.00,23200.00
P00004,C00003,CLI00163,PAR,V00033,SUC00018,2019-06-14,22,240000.00,10909.09,16800.00
P00004,C00003,CLI00506,COL,V00031,SUC00054,2016-05-22,45,570000.00,12666.67,34200.00
P00004,C00003,CLI00506,COL,V00031,SUC00054,2020-05-22,45,570000.00,12666.67,34200.00
P00004,C00003,CLI00018,ECU,V00050,SUC00023,2018-03-04,29,390000.00,13448.28,23400.00
P00004,C00003,CLI00018,ECU,V00050,SUC00023,2021-03-04,29,390000.00,13448.28,23400.00
P00004,C00003,CLI00521,ECU,V00029,SUC00025,2017-02-01,36,370000.00,10277.78,33300.00
P00004,C00003,CLI00521,MEX,V00014,SUC00048,2018-11-22,21,230000.00,10952.38,39100.00
P00004,C00003,CLI00521,MEX,V00014,SUC00048,2020-11-22,21,230000.00,10952.38,39100.00
P00004,C00003,CLI00738,CRI,V00001,SUC00031,2016-06-23,10,110000.00,11000.00,0.77
P00004,C00003,CLI00738,URU,V00027,SUC00065,2019-10-15,29,300000.00,10344.83,51000.00
P00004,C00003,CLI00020,COL,V00018,SUC00038,2019-06-20,42,580000.00,13809.52,75400.00
P00004,C00003,CLI00020,CRI,V00003,SUC00026,2019-09-14,18,190000.00,10555.56,30400.00
P00004,C00003,CLI00020,MEX,V00048,SUC00053,2017-03-04,15,190000.00,12666.67,22800.00
P00004,C00003,CLI00792,ARG,V00032,SUC00057,2018-04-15,17,180000.00,10588.24,32400.00
P00004,C00003,CLI00792,ARG,V00032,SUC00057,2021-04-15,17,180000.00,10588.24,32400.00
P00004,C00003,CLI00763,URU,V00065,SUC00039,2019-01-05,7,80000.00,11428.57,13600.00
P00004,C00003,CLI00253,DOM,V00059,SUC00011,2017-12-05,34,350000.00,10294.12,63000.00
P00004,C00003,CLI00253,DOM,V00059,SUC00011,2020-12-05,34,350000.00,10294.12,63000.00
P00004,C00003,CLI00743,DOM,V00059,SUC00011,2017-04-20,46,510000.00,11086.96,96900.00
P00004,C00003,CLI00090,PAR,V00025,SUC00049,2018-12-16,31,440000.00,14193.55,52800.00
P00004,C00003,CLI00513,ESP,V00026,SUC00046,2018-10-07,29,300000.00,10344.83,18000.00
P00004,C00003,CLI00513,GUA,V00011,SUC00028,2017-07-25,9,100000.00,11111.11,12000.00
P00004,C00003,CLI00513,GUA,V00011,SUC00028,2020-07-25,9,100000.00,11111.11,12000.00
P00004,C00003,CLI00513,HON,V00024,SUC00021,2019-10-11,48,490000.00,10208.33,44100.00
P00004,C00003,CLI00530,MEX,V00014,SUC00048,2016-03-25,46,620000.00,13478.26,43400.00
P00004,C00003,CLI00530,MEX,V00014,SUC00048,2020-01-24,46,620000.00,13478.26,43400.00
P00004,C00003,CLI00530,MEX,V00014,SUC00048,2020-03-25,46,620000.00,13478.26,43400.00
P00004,C00003,CLI00703,COL,V00031,SUC00054,2019-07-19,27,280000.00,10370.37,42000.00
P00004,C00003,CLI00703,GUA,V00016,SUC00007,2019-08-22,23,240000.00,10434.78,19200.00
P00004,C00003,CLI00324,ARG,V00032,SUC00057,2017-11-23,29,300000.00,10344.83,48000.00
P00004,C00003,CLI00324,COL,V00018,SUC00038,2018-06-18,28,330000.00,11785.71,23100.00
P00004,C00003,CLI00324,COL,V00018,SUC00038,2021-06-18,28,330000.00,11785.71,23100.00
P00004,C00003,CLI00324,ESP,V00045,SUC00008,2017-05-13,35,400000.00,11428.57,32000.00
P00004,C00003,CLI00262,CRI,V00003,SUC00026,2016-03-16,17,200000.00,11764.71,18000.00
P00004,C00003,CLI00262,CRI,V00003,SUC00026,2020-01-15,17,200000.00,11764.71,18000.00
P00004,C00003,CLI00262,CRI,V00003,SUC00026,2020-03-16,17,200000.00,11764.71,18000.00
P00004,C00003,CLI00262,HON,V00034,SUC00062,2019-06-25,49,540000.00,11020.41,102600.00
P00004,C00003,CLI00043,PAR,V00025,SUC00049,2016-04-09,29,300000.00,10344.83,45000.00
P00004,C00003,CLI00043,PAR,V00025,SUC00049,2020-04-09,29,300000.00,10344.83,45000.00
P00004,C00003,CLI00216,MEX,V00048,SUC00053,2019-03-30,27,280000.00,10370.37,44800.00
P00004,C00003,CLI00101,ARG,V00017,SUC00045,2016-10-29,48,500000.00,10416.67,60000.00
P00004,C00003,CLI00101,ARG,V00017,SUC00045,2020-10-29,48,500000.00,10416.67,60000.00
P00004,C00003,CLI00631,CHI,V00030,SUC00051,2019-04-27,50,520000.00,10400.00,46800.00
P00004,C00003,CLI00631,CHI,V00052,SUC00003,2019-04-27,4,50000.00,12500.00,0.60
P00004,C00003,CLI00631,PER,V00013,SUC00036,2018-01-07,6,70000.00,11666.67,13300.00
P00004,C00003,CLI00631,PER,V00013,SUC00036,2021-01-07,6,70000.00,11666.67,13300.00
P00004,C00003,CLI00631,URU,V00065,SUC00039,2017-08-13,26,270000.00,10384.62,32400.00
P00004,C00003,CLI00622,DOM,V00035,SUC00016,2019-06-10,46,470000.00,10217.39,37600.00
P00004,C00003,CLI00096,MEX,V00047,SUC00056,2019-04-15,9,100000.00,11111.11,16000.00
P00004,C00003,CLI00178,COL,V00031,SUC00054,2018-04-15,49,520000.00,10612.24,46800.00
P00004,C00003,CLI00178,COL,V00031,SUC00054,2021-04-15,49,520000.00,10612.24,46800.00
P00004,C00003,CLI00178,DOM,V00054,SUC00040,2017-09-18,10,110000.00,11000.00,0.66
P00004,C00003,CLI00713,CHI,V00030,SUC00051,2016-03-15,17,180000.00,10588.24,28800.00
P00004,C00003,CLI00713,CHI,V00030,SUC00051,2020-01-14,17,180000.00,10588.24,28800.00
P00004,C00003,CLI00713,CHI,V00030,SUC00051,2020-03-15,17,180000.00,10588.24,28800.00
P00004,C00003,CLI00713,CHI,V00052,SUC00003,2019-08-18,39,450000.00,11538.46,54000.00
P00004,C00003,CLI00322,HON,V00057,SUC00015,2016-09-05,39,400000.00,10256.41,48000.00
P00004,C00003,CLI00322,HON,V00057,SUC00015,2020-09-05,39,400000.00,10256.41,48000.00
P00004,C00003,CLI00322,PER,V00009,SUC00055,2017-03-05,47,480000.00,10212.77,86400.00
P00004,C00003,CLI00095,ECU,V00036,SUC00029,2016-04-26,34,350000.00,10294.12,70000.00
P00004,C00003,CLI00095,ECU,V00036,SUC00029,2020-04-26,34,350000.00,10294.12,70000.00
P00004,C00003,CLI00095,URU,V00027,SUC00065,2019-01-16,29,300000.00,10344.83,54000.00
P00004,C00003,CLI00345,CRI,V00001,SUC00031,2018-09-28,40,480000.00,12000.00,52800.00
P00004,C00003,CLI00345,CRI,V00001,SUC00031,2021-09-28,40,480000.00,12000.00,52800.00
P00004,C00003,CLI00675,ARG,V00017,SUC00045,2018-03-01,31,320000.00,10322.58,16000.00
P00004,C00003,CLI00675,ARG,V00017,SUC00045,2021-03-01,31,320000.00,10322.58,16000.00
P00004,C00003,CLI00675,ECU,V00064,SUC00060,2019-10-16,17,200000.00,11764.71,38000.00
P00004,C00003,CLI00046,CRI,V00060,SUC00022,2018-04-08,7,80000.00,11428.57,12000.00
P00004,C00003,CLI00046,CRI,V00060,SUC00022,2021-04-08,7,80000.00,11428.57,12000.00
P00004,C00003,CLI00046,MEX,V00021,SUC00064,2018-04-08,19,200000.00,10526.32,22000.00
P00004,C00003,CLI00046,MEX,V00021,SUC00064,2021-04-08,19,200000.00,10526.32,22000.00
P00004,C00003,CLI00171,DOM,V00028,SUC00044,2016-01-06,17,180000.00,10588.24,36000.00
P00004,C00003,CLI00171,DOM,V00028,SUC00044,2019-11-06,17,180000.00,10588.24,36000.00
P00004,C00003,CLI00171,URU,V00027,SUC00065,2016-07-10,32,330000.00,10312.50,36300.00
P00004,C00003,CLI00607,GUA,V00015,SUC00004,2018-07-30,48,540000.00,11250.00,70200.00
P00004,C00003,CLI00607,GUA,V00015,SUC00004,2021-07-30,48,540000.00,11250.00,70200.00
P00004,C00003,CLI00746,ECU,V00064,SUC00060,2016-04-10,29,310000.00,10689.66,18600.00
P00004,C00003,CLI00746,ECU,V00064,SUC00060,2020-04-10,29,310000.00,10689.66,18600.00
P00004,C00003,CLI00532,ARG,V00053,SUC00006,2019-05-17,30,330000.00,11000.00,19800.00
P00004,C00003,CLI00138,DOM,V00059,SUC00011,2016-12-01,29,300000.00,10344.83,48000.00
P00004,C00003,CLI00138,URU,V00049,SUC00063,2018-02-06,2,30000.00,15000.00,0.30
P00004,C00003,CLI00138,URU,V00049,SUC00063,2021-02-06,2,30000.00,15000.00,0.30
P00004,C00003,CLI00637,DOM,V00004,SUC00041,2018-05-30,50,520000.00,10400.00,31200.00
P00004,C00003,CLI00637,DOM,V00004,SUC00041,2021-05-30,50,520000.00,10400.00,31200.00
P00004,C00003,CLI00629,HON,V00034,SUC00062,2019-08-06,26,270000.00,10384.62,29700.00
P00004,C00003,CLI00629,MEX,V00014,SUC00048,2016-05-23,4,50000.00,12500.00,0.30
P00004,C00003,CLI00629,MEX,V00014,SUC00048,2020-05-23,4,50000.00,12500.00,0.30
P00004,C00003,CLI00156,PER,V00037,SUC00010,2017-08-15,48,520000.00,10833.33,62400.00
P00004,C00003,CLI00156,PER,V00038,SUC00035,2018-04-25,23,250000.00,10869.57,27500.00
P00004,C00003,CLI00156,PER,V00038,SUC00035,2021-04-25,23,250000.00,10869.57,27500.00
P00004,C00003,CLI00357,CHI,V00052,SUC00003,2017-09-17,32,330000.00,10312.50,16500.00
P00004,C00003,CLI00357,GUA,V00015,SUC00004,2016-07-03,38,410000.00,10789.47,49200.00
P00004,C00003,CLI00172,CHI,V00030,SUC00051,2016-05-10,23,300000.00,13043.48,51000.00
P00004,C00003,CLI00172,CHI,V00030,SUC00051,2020-05-10,23,300000.00,13043.48,51000.00
P00004,C00003,CLI00172,ECU,V00007,SUC00002,2019-05-07,31,320000.00,10322.58,32000.00
P00004,C00003,CLI00172,GUA,V00005,SUC00013,2018-03-15,47,480000.00,10212.77,28800.00
P00004,C00003,CLI00172,GUA,V00005,SUC00013,2021-03-15,47,480000.00,10212.77,28800.00
P00004,C00003,CLI00734,CRI,V00055,SUC00052,2016-06-20,47,480000.00,10212.77,28800.00
P00004,C00003,CLI00693,COL,V00046,SUC00019,2016-04-26,9,100000.00,11111.11,10000.00
P00004,C00003,CLI00693,COL,V00046,SUC00019,2020-04-26,9,100000.00,11111.11,10000.00
P00004,C00003,CLI00693,GUA,V00011,SUC00028,2018-01-23,41,440000.00,10731.71,79200.00
P00004,C00003,CLI00693,GUA,V00011,SUC00028,2021-01-23,41,440000.00,10731.71,79200.00
P00004,C00003,CLI00693,MEX,V00047,SUC00056,2016-10-09,25,320000.00,12800.00,19200.00
P00004,C00003,CLI00693,MEX,V00047,SUC00056,2020-10-09,25,320000.00,12800.00,19200.00
P00004,C00003,CLI00693,DOM,V00054,SUC00040,2019-06-19,48,490000.00,10208.33,24500.00
P00004,C00003,CLI00194,CRI,V00001,SUC00031,2016-08-05,49,500000.00,10204.08,65000.00
P00004,C00003,CLI00194,CRI,V00001,SUC00031,2020-08-05,49,500000.00,10204.08,65000.00
P00004,C00003,CLI00228,CHI,V00030,SUC00051,2016-03-19,28,290000.00,10357.14,14500.00
P00004,C00003,CLI00228,CHI,V00030,SUC00051,2020-01-18,28,290000.00,10357.14,14500.00
P00004,C00003,CLI00228,CHI,V00030,SUC00051,2020-03-19,28,290000.00,10357.14,14500.00
P00004,C00003,CLI00155,CHI,V00008,SUC00033,2018-08-26,5,60000.00,12000.00,10200.00
P00004,C00003,CLI00155,CHI,V00008,SUC00033,2021-08-26,5,60000.00,12000.00,10200.00
P00004,C00003,CLI00508,CHI,V00052,SUC00003,2018-07-06,48,510000.00,10625.00,102000.00
P00004,C00003,CLI00508,CHI,V00052,SUC00003,2021-07-06,48,510000.00,10625.00,102000.00
P00004,C00003,CLI00508,CRI,V00055,SUC00052,2016-11-23,3,40000.00,13333.33,0.72
P00004,C00003,CLI00190,PAR,V00002,SUC00047,2017-05-17,47,650000.00,13829.79,123500.00
P00004,C00003,CLI00720,GUA,V00056,SUC00017,2018-10-03,40,410000.00,10250.00,53300.00
P00004,C00003,CLI00720,DOM,V00028,SUC00044,2017-11-24,27,280000.00,10370.37,22400.00
P00004,C00003,CLI00173,CHI,V00030,SUC00051,2019-10-24,8,90000.00,11250.00,11700.00
P00004,C00003,CLI00173,CHI,V00052,SUC00003,2016-12-04,44,460000.00,10454.55,82800.00
P00004,C00003,CLI00173,HON,V00020,SUC00032,2019-09-07,12,130000.00,10833.33,23400.00
P00004,C00003,CLI00173,URU,V00041,SUC00058,2016-04-21,37,450000.00,12162.16,49500.00
P00004,C00003,CLI00173,URU,V00041,SUC00058,2020-04-21,37,450000.00,12162.16,49500.00
P00004,C00003,CLI00173,URU,V00065,SUC00039,2017-07-26,31,320000.00,10322.58,16000.00
P00004,C00003,CLI00173,URU,V00065,SUC00039,2020-07-26,31,320000.00,10322.58,16000.00
P00004,C00003,CLI00478,HON,V00057,SUC00015,2016-01-09,47,480000.00,10212.77,52800.00
P00004,C00003,CLI00478,HON,V00057,SUC00015,2019-11-09,47,480000.00,10212.77,52800.00
P00004,C00003,CLI00099,HON,V00006,SUC00030,2019-07-17,44,450000.00,10227.27,85500.00
P00004,C00003,CLI00040,ECU,V00050,SUC00023,2017-06-19,28,290000.00,10357.14,46400.00
P00004,C00003,CLI00040,ECU,V00050,SUC00023,2020-06-19,28,290000.00,10357.14,46400.00
P00004,C00003,CLI00290,HON,V00024,SUC00021,2017-02-22,21,220000.00,10476.19,11000.00
P00004,C00003,CLI00290,PER,V00037,SUC00010,2017-02-22,41,420000.00,10243.90,42000.00
P00004,C00003,CLI00087,CHI,V00023,SUC00059,2018-04-17,8,90000.00,11250.00,0.99
P00004,C00003,CLI00087,CHI,V00023,SUC00059,2021-04-17,8,-90000.00,-11250.00,0.99
P00004,C00003,CLI00601,GUA,V00016,SUC00007,2017-02-11,12,130000.00,10833.33,13000.00
P00004,C00003,CLI00110,PER,V00040,SUC00061,2016-09-11,36,370000.00,10277.78,70300.00
P00004,C00003,CLI00110,PER,V00040,SUC00061,2020-09-11,36,370000.00,10277.78,70300.00
P00004,C00003,CLI00135,COL,V00018,SUC00038,2016-08-09,8,100000.00,12500.00,13000.00
P00004,C00003,CLI00135,COL,V00018,SUC00038,2020-08-09,8,100000.00,12500.00,13000.00
P00004,C00003,CLI00135,ECU,V00064,SUC00060,2016-03-23,20,210000.00,10500.00,35700.00
P00004,C00003,CLI00135,ECU,V00064,SUC00060,2020-01-22,20,210000.00,10500.00,35700.00
P00004,C00003,CLI00135,ECU,V00064,SUC00060,2020-03-23,20,210000.00,10500.00,35700.00
P00004,C00003,CLI00135,ECU,V00007,SUC00002,2016-01-17,25,270000.00,10800.00,40500.00
P00004,C00003,CLI00135,ECU,V00007,SUC00002,2019-11-17,25,270000.00,10800.00,40500.00
P00004,C00003,CLI00135,URU,V00010,SUC00034,2016-09-19,11,150000.00,13636.36,0.90
P00004,C00003,CLI00135,URU,V00010,SUC00034,2020-09-19,11,150000.00,13636.36,0.90
P00004,C00003,CLI00533,ESP,V00012,SUC00050,2017-06-01,2,30000.00,15000.00,0.42
P00004,C00003,CLI00533,ESP,V00012,SUC00050,2020-06-01,2,30000.00,15000.00,0.42
P00004,C00003,CLI00522,CHI,V00023,SUC00059,2019-03-04,14,150000.00,10714.29,18000.00
P00004,C00003,CLI00773,CRI,V00003,SUC00026,2017-02-24,5,60000.00,12000.00,0.30
P00004,C00003,CLI00113,MEX,V00021,SUC00064,2016-06-08,2,30000.00,15000.00,0.48
P00004,C00003,CLI00230,PAR,V00002,SUC00047,2019-07-09,42,430000.00,10238.10,38700.00
P00004,C00003,CLI00230,URU,V00027,SUC00065,2018-04-22,14,150000.00,10714.29,21000.00
P00004,C00003,CLI00230,URU,V00027,SUC00065,2021-04-22,14,150000.00,10714.29,21000.00
P00004,C00003,CLI00143,PER,V00013,SUC00036,2016-10-08,23,240000.00,10434.78,21600.00
P00004,C00003,CLI00143,PER,V00013,SUC00036,2020-10-08,23,240000.00,10434.78,21600.00
P00004,C00003,CLI00143,DOM,V00035,SUC00016,2018-10-02,45,460000.00,10222.22,46000.00
P00004,C00003,CLI00054,ECU,V00064,SUC00060,2018-03-17,8,90000.00,11250.00,0.81
P00004,C00003,CLI00054,ECU,V00064,SUC00060,2021-03-17,8,90000.00,11250.00,0.81
P00004,C00003,CLI00116,ECU,V00007,SUC00002,2017-09-12,8,90000.00,11250.00,10800.00
P00004,C00003,CLI00615,HON,V00034,SUC00062,2016-11-29,21,240000.00,11428.57,33600.00
P00004,C00003,CLI00559,PER,V00013,SUC00036,2018-06-22,15,190000.00,12666.67,34200.00
P00004,C00003,CLI00559,PER,V00013,SUC00036,2021-06-22,15,190000.00,12666.67,34200.00
P00004,C00003,CLI00723,ARG,V00017,SUC00045,2019-02-10,9,100000.00,11111.11,15000.00
P00004,C00003,CLI00698,URU,V00010,SUC00034,2018-09-12,39,400000.00,10256.41,52000.00
P00004,C00003,CLI00698,URU,V00010,SUC00034,2021-09-12,39,400000.00,10256.41,52000.00
P00004,C00003,CLI00669,URU,V00049,SUC00063,2019-08-04,45,490000.00,10888.89,58800.00
P00004,C00003,CLI00109,CRI,V00055,SUC00052,2018-06-30,81,860000.00,10617.28,79700.00
P00004,C00003,CLI00109,CRI,V00055,SUC00052,2021-06-30,81,860000.00,10617.28,79700.00
P00004,C00003,CLI00109,HON,V00006,SUC00030,2017-11-01,38,400000.00,10526.32,48000.00
P00004,C00003,CLI00109,MEX,V00047,SUC00056,2019-07-16,23,240000.00,10434.78,14400.00
P00004,C00003,CLI00717,PER,V00037,SUC00010,2018-06-01,19,200000.00,10526.32,32000.00
P00004,C00003,CLI00717,PER,V00037,SUC00010,2021-06-01,19,200000.00,10526.32,32000.00
P00004,C00003,CLI00260,CHI,V00062,SUC00020,2017-08-18,19,250000.00,13157.89,37500.00
P00004,C00003,CLI00260,COL,V00051,SUC00001,2018-01-04,17,190000.00,11176.47,36100.00
P00004,C00003,CLI00260,COL,V00051,SUC00001,2021-01-04,17,190000.00,11176.47,36100.00
P00004,C00003,CLI00260,HON,V00057,SUC00015,2018-01-06,26,270000.00,10384.62,21600.00
P00004,C00003,CLI00260,HON,V00057,SUC00015,2021-01-06,26,270000.00,10384.62,21600.00
